,loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,lOCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects 
5722,16,4,1,4,42,181.52,0.13,8.0,22.69,1452.17,0.06,80.68,14,0,0,0,10,10,26,16,5,0
5723,13,2,1,2,31,126.71,0.14,7.31,17.33,926.58,0.04,51.48,9,0,2,0,9,8,18,13,3,0
5724,4,1,1,1,6,15.51,0.4,2.5,6.2,38.77,0.01,2.15,2,0,0,0,5,1,5,1,1,0
5725,10,2,1,1,27,112.59,0.11,9.0,12.51,1013.29,0.04,56.29,7,0,1,0,12,6,18,9,3,0
5726,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5727,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5728,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5729,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5730,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5731,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5732,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5733,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5734,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5735,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5736,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5737,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5738,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5739,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5740,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5741,22,4,1,3,49,191.44,0.08,12.57,15.23,2406.64,0.06,133.7,15,0,4,0,8,7,27,22,7,0
5742,21,5,4,2,64,317.07,0.06,17.31,18.32,5487.73,0.11,304.87,16,0,3,0,18,13,39,25,9,0
5743,19,4,4,1,45,191.16,0.08,12.0,15.93,2293.88,0.06,127.44,14,0,3,0,12,7,31,14,7,0
5744,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5745,62,11,1,5,119,668.15,0.05,20.83,32.07,13919.8,0.22,773.32,40,8,11,0,25,24,79,40,15,0
5746,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5747,57,12,1,1,121,656.58,0.05,21.48,30.57,14101.51,0.22,783.42,42,0,13,0,21,22,76,45,13,0
5748,4,1,1,1,9,27.0,0.33,3.0,9.0,81.0,0.01,4.5,2,0,0,0,6,2,7,2,1,0
5749,4,1,1,1,9,27.0,0.33,3.0,9.0,81.0,0.01,4.5,2,0,0,0,6,2,7,2,1,0
5750,19,4,4,1,45,191.16,0.08,12.0,15.93,2293.88,0.06,127.44,14,0,3,0,12,7,31,14,7,0
5751,4,1,1,1,8,24.0,0.33,3.0,8.0,72.0,0.01,4.0,2,0,0,0,6,2,6,2,1,0
5752,4,1,1,1,6,13.93,0.5,2.0,6.97,27.86,0.0,1.55,2,0,0,0,4,1,5,1,1,0
5753,9,1,1,1,41,141.84,0.13,7.8,18.18,1106.33,0.05,61.46,7,0,0,0,6,5,28,13,1,0
5754,36,7,1,1,63,276.72,0.19,5.4,51.24,1494.27,0.09,83.01,28,0,3,3,6,15,36,27,13,0
5755,20,3,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,0
5756,15,5,5,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,9,0
5757,32,7,5,1,68,303.24,0.05,20.22,15.0,6132.21,0.1,340.68,28,0,2,0,13,9,40,28,13,0
5758,18,4,3,2,39,162.63,0.06,18.0,9.03,2927.29,0.05,162.63,13,0,3,0,12,6,21,18,7,0
5759,17,3,3,1,27,102.8,0.08,12.5,8.22,1284.98,0.03,71.39,12,0,3,0,10,4,17,10,5,0
5760,13,2,1,1,29,123.19,0.12,8.57,14.37,1055.91,0.04,58.66,8,0,3,0,12,7,19,10,3,0
5761,23,3,3,1,34,132.83,0.08,12.0,11.07,1594.01,0.04,88.56,17,1,2,0,10,5,22,12,5,0
5762,46,9,8,6,152,824.79,0.04,22.91,36.0,18895.24,0.27,1049.74,30,5,4,0,21,22,104,48,17,0
5763,25,9,9,4,94,456.65,0.06,15.84,28.82,7235.05,0.15,401.95,13,3,5,0,13,16,55,39,17,0
5764,16,3,3,1,38,166.91,0.11,8.8,18.97,1468.79,0.06,81.6,13,0,3,0,11,10,22,16,5,0
5765,24,28,28,28,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,55,0
5766,23,13,13,13,101,443.62,0.07,15.0,29.57,6654.36,0.15,369.69,20,0,0,1,10,11,68,33,25,0
5767,14,13,13,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,25,0
5768,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5769,18,2,1,2,42,199.71,0.11,9.38,21.3,1872.24,0.07,104.01,14,0,2,0,15,12,27,15,3,0
5770,16,1,1,1,43,194.51,0.15,6.54,29.75,1271.82,0.06,70.66,11,0,3,0,10,13,26,17,1,0
5771,4,1,1,1,12,39.86,0.4,2.5,15.95,99.66,0.01,5.54,2,0,0,0,5,5,7,5,1,0
5772,32,9,5,5,129,650.73,0.04,28.16,23.11,18322.03,0.22,1017.89,22,2,6,0,17,16,76,53,17,0
5773,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5774,18,3,1,2,27,99.91,0.21,4.71,21.19,471.01,0.03,26.17,15,0,1,0,6,7,16,11,5,0
5775,44,4,1,3,112,618.64,0.06,16.54,37.41,10230.46,0.21,568.36,30,6,6,0,19,27,65,47,7,0
5776,12,5,5,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,9,0
5777,12,5,5,2,47,215.49,0.05,20.64,10.44,4448.4,0.07,247.13,8,0,2,0,17,7,30,17,9,0
5778,41,19,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,37,0
5779,7,2,1,1,14,48.43,0.29,3.5,13.84,169.51,0.02,9.42,5,0,0,0,7,4,10,4,3,0
5780,17,5,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,9,0
5781,14,2,1,1,44,190.16,0.06,15.79,12.05,3001.89,0.06,166.77,10,0,2,0,13,7,27,17,3,0
5782,9,1,1,1,21,79.95,0.19,5.33,14.99,426.42,0.03,23.69,5,0,2,0,8,6,13,8,1,0
5783,209,16,1,11,547,3438.12,0.02,61.26,56.13,210602.09,1.15,11700.12,121,29,50,6,29,49,340,207,27,0
5784,12,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0
5785,13,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0
5786,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5787,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5788,19,1,1,1,80,339.83,0.1,9.82,34.61,3336.55,0.11,185.36,10,0,5,1,8,11,53,27,1,0
5789,29,9,9,1,61,275.94,0.17,5.87,47.03,1618.83,0.09,89.94,27,0,0,0,8,15,39,22,17,0
5790,23,4,3,2,50,242.9,0.09,11.25,21.59,2732.61,0.08,151.81,18,0,3,0,15,14,29,21,7,0
5791,21,5,4,2,64,317.07,0.06,17.31,18.32,5487.73,0.11,304.87,16,0,3,0,18,13,39,25,9,0
5792,15,3,1,1,21,72.65,0.34,2.92,24.91,211.89,0.02,11.77,13,0,0,0,5,6,14,7,5,0
5793,103,13,13,11,321,1864.16,0.02,41.12,45.33,76656.56,0.62,4258.7,63,0,31,1,23,33,203,118,24,0
5794,11,2,1,1,21,75.28,0.13,7.5,10.04,564.63,0.03,31.37,9,0,0,0,9,3,16,5,3,0
5795,90,12,8,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,23,0
5796,12,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0
5797,13,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0
5798,11,4,1,3,26,104.0,0.25,4.0,26.0,416.0,0.03,23.11,9,0,0,0,8,8,18,8,7,0
5799,20,3,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,0
5800,4,1,1,1,7,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,0,0,5,2,5,2,1,0
5801,11,2,1,2,25,104.25,0.14,7.07,14.74,737.18,0.03,40.95,7,0,2,0,11,7,16,9,3,0
5802,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5803,4,1,1,1,6,15.51,0.5,2.0,7.75,31.02,0.01,1.72,2,0,0,0,4,2,4,2,1,0
5804,51,7,1,6,111,609.6,0.05,21.04,28.97,12828.01,0.2,712.67,37,4,5,3,22,23,67,44,11,0
5805,20,10,10,10,84,379.98,0.08,12.83,29.61,4876.4,0.13,270.91,15,0,3,0,11,12,56,28,19,0
5806,25,13,13,13,108,501.54,0.07,14.14,35.46,7093.16,0.17,394.06,19,0,4,0,11,14,72,36,25,0
5807,27,4,3,1,62,284.27,0.04,25.0,11.37,7106.69,0.09,394.82,17,6,2,0,16,8,37,25,7,0
5808,35,7,4,1,86,463.74,0.06,17.73,26.16,8220.83,0.15,456.71,23,3,7,0,20,22,47,39,13,0
5809,119,35,17,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,69,0
5810,25,10,6,3,102,505.33,0.04,24.89,20.3,12579.06,0.17,698.84,19,0,4,0,17,14,61,41,19,0
5811,16,5,1,2,55,229.35,0.06,17.29,13.27,3964.41,0.08,220.24,12,0,2,0,11,7,33,22,9,0
5812,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5813,4,1,1,1,11,34.87,0.4,2.5,13.95,87.17,0.01,4.84,2,0,0,0,5,4,7,4,1,0
5814,32,7,5,1,68,303.24,0.05,20.22,15.0,6132.21,0.1,340.68,28,0,2,0,13,9,40,28,13,0
5815,13,2,1,1,21,69.76,0.11,9.33,7.47,651.1,0.02,36.17,8,0,3,0,7,3,13,8,3,0
5816,17,3,3,1,27,102.8,0.08,12.5,8.22,1284.98,0.03,71.39,12,0,3,0,10,4,17,10,5,0
5817,35,6,1,3,114,559.39,0.03,30.0,18.65,16781.57,0.19,932.31,25,0,5,0,18,12,74,40,11,0
5818,23,3,3,1,34,132.83,0.08,12.0,11.07,1594.01,0.04,88.56,17,1,2,0,10,5,22,12,5,0
5819,14,3,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,0
5820,7,1,1,1,15,53.77,0.24,4.2,12.8,225.85,0.02,12.55,4,0,1,0,7,5,9,6,1,0
5821,4,1,1,1,9,27.0,0.33,3.0,9.0,81.0,0.01,4.5,2,0,0,0,6,2,7,2,1,0
5822,18,3,1,2,27,99.91,0.21,4.71,21.19,471.01,0.03,26.17,15,0,1,0,6,7,16,11,5,0
5823,13,3,3,1,26,104.0,0.09,11.0,9.45,1144.0,0.03,63.56,10,0,1,0,11,5,16,10,5,0
5824,25,5,1,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,9,0
5825,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5826,21,5,1,1,43,182.66,0.15,6.87,26.57,1255.79,0.06,69.77,19,0,0,0,11,8,33,10,6,0
5827,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5828,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5829,11,2,1,1,13,41.21,0.4,2.5,16.48,103.02,0.01,5.72,9,0,0,0,5,4,9,4,3,0
5830,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5831,24,3,3,2,60,291.48,0.1,10.16,28.7,2960.33,0.1,164.46,18,0,4,0,13,16,35,25,5,0
5832,18,8,8,1,52,216.84,0.06,16.0,13.55,3469.38,0.07,192.74,16,0,0,0,12,6,36,16,15,0
5833,21,4,1,4,72,342.35,0.07,13.46,25.43,4609.52,0.11,256.07,17,0,2,0,13,14,43,29,7,0
5834,11,3,3,2,31,138.24,0.1,10.5,13.17,1451.54,0.05,80.64,8,0,1,0,14,8,19,12,5,0
5835,33,5,4,1,121,605.0,0.05,22.1,27.38,13370.5,0.2,742.81,27,0,4,0,17,15,82,39,9,0
5836,4,1,1,1,6,15.51,0.4,2.5,6.2,38.77,0.01,2.15,2,0,0,0,5,1,5,1,1,0
5837,15,2,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,0
5838,4,1,1,1,6,15.51,0.5,2.0,7.75,31.02,0.01,1.72,2,0,0,0,4,2,4,2,1,0
5839,5,1,1,1,7,19.65,0.33,3.0,6.55,58.95,0.01,3.28,2,0,1,0,6,1,6,1,1,0
5840,25,8,3,2,78,374.97,0.03,28.8,13.02,10799.24,0.12,599.96,18,0,5,0,19,10,55,32,15,0
5841,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5842,29,8,1,1,74,308.57,0.03,39.0,7.91,12034.4,0.1,668.58,23,1,3,0,13,5,44,30,15,0
5843,30,5,1,5,61,267.93,0.14,7.38,36.28,1978.57,0.09,109.92,26,0,2,0,8,13,37,24,9,0
5844,18,3,3,1,26,108.42,0.1,10.0,10.84,1084.18,0.04,60.23,10,4,2,0,12,6,16,10,5,0
5845,32,6,4,1,88,447.7,0.04,23.57,18.99,10552.85,0.15,586.27,29,0,1,0,20,14,55,33,9,0
5846,16,2,1,1,29,120.93,0.12,8.64,13.99,1045.16,0.04,58.06,13,0,1,0,11,7,18,11,3,0
5847,16,2,1,1,29,120.93,0.12,8.64,13.99,1045.16,0.04,58.06,13,0,1,0,11,7,18,11,3,0
5848,5,3,3,1,24,96.0,0.13,7.5,12.8,720.0,0.03,40.0,3,0,0,0,10,6,15,9,5,0
5849,14,2,1,1,30,117.21,0.09,11.0,10.66,1289.27,0.04,71.63,10,0,1,1,10,5,19,11,3,0
5850,17,2,1,1,27,99.91,0.09,11.25,8.88,1124.01,0.03,62.44,12,0,2,1,9,4,17,10,3,0
5851,14,2,1,1,31,121.11,0.11,9.0,13.46,1090.02,0.04,60.56,12,0,1,1,9,6,19,12,3,0
5852,44,8,5,4,101,485.54,0.03,30.91,15.71,15007.69,0.16,833.76,34,3,4,1,17,11,61,40,15,0
5853,14,7,7,4,59,283.63,0.06,16.0,17.73,4538.14,0.09,252.12,11,0,1,0,16,12,35,24,13,0
5854,13,6,6,4,47,218.26,0.08,12.73,17.15,2777.87,0.07,154.33,10,0,1,0,14,11,27,20,11,0
5855,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5856,29,6,1,1,74,325.03,0.03,29.0,11.21,9425.91,0.11,523.65,24,0,2,1,14,7,45,29,11,0
5857,14,3,3,2,42,181.52,0.08,12.0,15.13,2178.25,0.06,121.01,9,0,3,0,12,8,26,16,5,0
5858,21,10,7,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,19,0
5859,42,8,1,5,112,549.57,0.05,20.0,27.48,10991.43,0.18,610.64,30,3,7,0,15,15,72,40,15,0
5860,23,4,1,4,82,423.93,0.08,12.4,34.19,5256.78,0.14,292.04,16,0,1,3,16,20,51,31,5,0
5861,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5862,4,1,1,1,5,11.61,0.5,2.0,5.8,23.22,0.0,1.29,2,0,0,0,4,1,4,1,1,0
5863,5,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,1,0,3,1,3,1,1,0
5864,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5865,4,1,1,1,7,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,0,0,5,2,5,2,1,0
5866,4,1,1,1,7,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,0,0,5,2,5,2,1,0
5867,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5868,4,1,1,1,6,15.51,0.4,2.5,6.2,38.77,0.01,2.15,2,0,0,0,5,1,5,1,1,0
5869,16,8,8,1,69,307.7,0.04,22.75,13.53,7000.19,0.1,388.9,12,0,2,0,14,8,43,26,15,0
5870,42,4,1,1,77,366.13,0.06,16.69,21.93,6111.49,0.12,339.53,29,3,4,0,14,13,46,31,7,0
5871,4,1,1,1,9,27.0,0.33,3.0,9.0,81.0,0.01,4.5,2,0,0,0,6,2,7,2,1,0
5872,4,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0
5873,27,2,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,0
5874,4,1,1,1,9,27.0,0.4,2.5,10.8,67.5,0.01,3.75,2,0,0,0,5,3,6,3,1,0
5875,4,1,1,1,6,15.51,0.4,2.5,6.2,38.77,0.01,2.15,2,0,0,0,5,1,5,1,1,0
5876,21,5,1,1,43,182.66,0.15,6.87,26.57,1255.79,0.06,69.77,19,0,0,0,11,8,33,10,6,0
5877,4,1,1,1,8,24.0,0.33,3.0,8.0,72.0,0.01,4.0,2,0,0,0,6,2,6,2,1,0
5878,173,12,1,9,477,3006.9,0.02,48.57,61.91,146033.38,1.0,8112.97,109,16,40,6,26,53,279,198,22,0
5879,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5880,9,1,1,1,27,116.69,0.1,10.5,11.11,1225.27,0.04,68.07,6,0,1,0,14,6,18,9,1,0
5881,9,1,1,1,24,100.08,0.1,10.4,9.62,1040.81,0.03,57.82,6,0,1,0,13,5,16,8,1,0
5882,6,1,1,1,10,33.22,0.29,3.5,9.49,116.27,0.01,6.46,3,0,1,0,7,3,7,3,1,0
5883,12,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0
5884,13,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0
5885,19,3,1,2,42,181.52,0.1,9.78,18.56,1774.87,0.06,98.6,10,2,1,0,11,9,26,16,5,0
5886,48,6,6,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,11,0
5887,4,1,1,1,7,19.65,0.33,3.0,6.55,58.95,0.01,3.28,2,0,0,0,6,1,6,1,1,0
5888,47,12,1,11,122,684.99,0.06,16.9,40.54,11574.05,0.23,643.0,44,0,2,1,20,29,73,49,14,0
5889,63,4,1,4,194,1150.56,0.06,17.19,66.92,19781.84,0.38,1098.99,51,7,5,0,17,44,105,89,7,0
5890,6,1,1,1,13,39.0,0.3,3.33,11.7,130.0,0.01,7.22,3,0,1,0,5,3,9,4,1,0
5891,70,5,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,9,0
5892,20,2,1,2,85,384.5,0.05,18.67,20.6,7177.38,0.13,398.74,14,3,1,0,14,9,61,24,3,0
5893,23,28,28,28,211,1045.33,0.06,17.38,60.14,18168.93,0.35,1009.38,21,0,0,0,10,21,138,73,55,0
5894,5,1,1,1,8,24.0,0.33,3.0,8.0,72.0,0.01,4.0,2,0,0,0,6,2,6,2,1,0
5895,5,1,1,1,8,24.0,0.33,3.0,8.0,72.0,0.01,4.0,2,0,0,0,6,2,6,2,1,0
5896,4,1,1,1,5,11.61,0.5,2.0,5.8,23.22,0.0,1.29,2,0,0,0,4,1,4,1,1,0
5897,4,1,1,1,5,11.61,0.5,2.0,5.8,23.22,0.0,1.29,2,0,0,0,4,1,4,1,1,0
5898,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5899,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5900,4,1,1,1,4,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,0
5901,52,12,1,12,138,707.84,0.1,10.04,70.51,7105.64,0.24,394.76,47,1,2,0,9,26,80,58,23,0
5902,21,4,4,1,56,256.76,0.05,19.17,13.4,4921.19,0.09,273.4,20,0,1,0,15,9,33,23,7,0
5903,15,5,3,2,44,199.04,0.09,11.7,17.01,2328.73,0.07,129.37,11,0,2,0,13,10,26,18,9,0
5904,31,7,1,1,80,410.34,0.07,15.35,26.73,6299.97,0.14,350.0,28,0,1,0,18,17,51,29,9,0
5905,31,7,1,1,62,310.0,0.09,11.5,26.96,3565.0,0.1,198.06,28,0,1,0,16,16,39,23,9,0
5906,25,7,1,7,72,349.77,0.09,11.38,30.75,3978.69,0.12,221.04,23,0,0,0,13,16,44,28,8,0
5907,20,6,1,2,50,242.9,0.13,7.93,30.62,1927.0,0.08,107.06,16,0,2,0,14,15,33,17,7,0
5908,51,7,1,4,150,792.81,0.04,26.27,30.18,20829.29,0.26,1157.18,46,0,3,0,17,22,82,68,13,0
5909,17,2,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,0
5910,17,2,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,0
5911,39,9,1,2,91,466.76,0.05,20.78,22.46,9699.96,0.16,538.89,32,0,5,0,19,16,56,35,17,0
5912,4,1,1,1,6,13.93,0.5,2.0,6.97,27.86,0.0,1.55,2,0,0,0,4,1,5,1,1,0
5913,14,2,1,1,21,79.95,0.09,11.0,7.27,879.5,0.03,48.86,7,3,2,0,11,3,15,6,3,0
5914,11,2,1,1,19,70.31,0.1,10.0,7.03,703.08,0.02,39.06,7,0,2,0,10,3,13,6,3,0
5915,21,4,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,7,0
5916,8,2,1,1,23,94.01,0.14,7.33,12.82,689.42,0.03,38.3,4,0,2,0,11,6,15,8,3,0
5917,25,5,4,5,54,240.81,0.08,13.13,18.35,3160.62,0.08,175.59,21,0,2,0,14,8,39,15,9,0
5918,8,2,1,1,22,88.0,0.15,6.67,13.2,586.67,0.03,32.59,4,0,2,0,10,6,14,8,3,0
5919,48,5,1,5,126,624.23,0.03,29.75,20.98,18570.8,0.21,1031.71,26,0,17,0,17,14,77,49,9,0
5920,193,25,25,19,626,3810.75,0.01,66.7,57.13,254177.14,1.27,14120.95,128,2,56,3,23,45,365,261,49,0
5921,313,27,12,14,760,5221.48,0.02,44.02,118.61,229858.51,1.74,12769.92,225,49,27,5,25,92,436,324,53,0
5922,37,4,1,3,68,340.0,0.12,8.11,41.88,2760.48,0.11,153.36,25,0,5,0,11,21,37,31,7,0
5923,18,5,5,1,36,150.12,0.08,12.0,12.51,1801.41,0.05,100.08,13,0,2,0,12,6,24,12,9,0
5924,5,1,1,1,7,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,0,0,5,2,5,2,1,0
5925,19,6,1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,11,0
5926,44,6,3,5,122,644.82,0.06,15.65,41.2,10092.82,0.21,560.71,40,0,2,0,16,23,77,45,11,0
5927,70,26,24,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,48,0
5928,16,4,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,7,0
5929,37,6,4,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,11,0
5930,74,27,24,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,50,0
5931,56,9,5,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,17,0
5932,32,5,3,3,104,505.23,0.06,17.06,29.61,8620.49,0.17,478.92,21,3,2,0,13,16,62,42,9,0
5933,34,14,11,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,27,0
5934,10,2,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,0
5935,10,1,1,1,19,74.23,0.22,4.57,16.23,339.34,0.02,18.85,5,0,3,0,8,7,11,8,1,0
5936,27,14,11,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,27,0
5937,25,10,6,3,102,505.33,0.04,24.89,20.3,12579.06,0.17,698.84,19,0,4,0,17,14,61,41,19,0
5938,24,15,12,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,29,0
5939,25,2,1,2,30,120.0,0.1,10.0,12.0,1200.0,0.04,66.67,13,7,3,0,10,6,18,12,3,0
5940,17,5,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,9,0
5941,13,2,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,0
5942,24,11,8,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,21,0
5943,14,3,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,0
5944,27,7,6,3,74,359.49,0.03,32.22,11.16,11583.59,0.12,643.53,21,0,4,0,20,9,45,29,13,0
5945,68,11,9,9,191,1083.43,0.05,18.51,58.52,20058.99,0.36,1114.39,65,0,1,0,16,35,110,81,21,0
5946,10,1,1,1,26,98.99,0.17,6.0,16.5,593.95,0.03,33.0,4,0,2,1,8,6,17,9,1,0
